"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"DYM",251,418,286,344,330,339,393,604
"C1H18orf32",2115,3333,3127,2245,2729,2442,2958,4031
"RPL17",54081,99146,92738,66753,118881,55668,77676,108723
"LIPG",8,0,0,0,17,21,0,23
"ACAA2",409,430,150,318,230,252,381,500
"LOC102158467",0,9,19,0,50,3,0,19
"MYO5B",1806,1209,2349,1191,881,1886,3329,3952
"MBD1",546,630,346,386,351,453,623,519
"CXXC1",542,574,557,221,211,480,781,882
"SKA1",79,93,15,117,99,68,84,155
"MAPK4",21,39,0,0,11,12,23,95
"MRO",0,3,0,0,0,1,0,28
"ME2",616,553,369,620,409,561,641,864
"ELAC1",38,95,94,87,187,81,135,94
"SMAD4",1818,2556,2161,2167,2314,2004,2250,3144
"LOC102159046",7,0,0,0,0,4,0,0
"LOC106506676",0,0,0,0,13,0,0,0
"MEX3C",18,31,0,0,5,60,12,94
"DCC",1,3,24,37,45,3,6,0
"MBD2",704,800,623,560,766,830,986,1563
"POLI",68,45,87,47,96,72,20,52
"STARD6",4,8,0,0,0,14,9,0
"C1H18orf54",36,74,44,19,69,61,29,43
"LOC102160380",1211,451,169,7512,355,3467,696,1727
"LOC110259490",0,0,0,0,0,0,0,0
"LOC106508962",0,1,0,0,0,3,0,2
"RAB27B",299,539,248,328,381,488,601,1081
"CCDC68",538,351,337,490,504,680,707,868
"TCF4",48,36,18,53,90,26,93,69
"TXNL1",3019,3718,1981,2148,2301,2724,3807,4654
"WDR7",149,144,69,153,101,147,246,209
"LOC102164252",8,0,12,0,33,2,1,9
"ST8SIA3",0,7,0,0,8,2,3,0
"ONECUT2",0,0,24,0,0,6,0,6
"FECH",144,201,192,179,126,160,215,167
"NARS",790,591,148,327,542,686,888,1039
"MTFMT",281,285,263,510,166,307,347,507
"SPG21",399,322,263,281,208,404,580,824
"ANKDD1A",16,41,0,0,15,13,25,6
"LOC100737265",2,0,2,0,1,0,1,3
"PLEKHO2",53,79,51,107,32,96,125,149
"PIF1",68,26,43,0,13,26,10,71
"RBPMS2",125,193,88,288,163,127,142,253
"OAZ2",522,312,203,235,90,258,559,486
"ZNF609",644,479,607,717,325,572,1076,1104
"LOC102168143",0,0,0,0,0,5,0,0
"TRIP4",231,183,181,298,148,205,227,525
"PCLAF",1983,1628,2823,2090,1915,2215,1949,3079
"CSNK1G1",237,178,167,88,168,138,274,328
"PPIB",524,422,232,400,393,447,331,531
"SNX22",35,53,43,10,47,40,47,51
"SNX1",729,862,463,808,515,848,1015,1460
"FAM96A",2631,3411,1117,2106,2312,2191,2544,3520
"DAPK2",124,34,169,11,154,48,52,222
"HERC1",665,469,470,320,307,504,594,780
"FBXL22",110,123,148,91,137,76,87,185
"USP3",374,446,311,398,215,394,565,606
"APH1B",93,116,112,107,81,92,143,151
"LOC110260967",21,26,37,0,23,20,39,10
"CA12",5987,3573,6288,1225,1752,1353,12888,4974
"RAB8B",1267,999,904,782,1313,1145,1633,2369
"RPS27L",775,1137,711,795,1365,1041,901,1845
"LACTB",149,138,51,175,105,144,92,131
"LOC102163023",0,0,0,0,0,9,13,23
"LOC110260973",0,2,0,14,82,0,10,0
"TPM1",19389,15775,12689,18449,30636,13085,14460,29249
"TLN2",265,257,275,168,148,522,883,117
"LOC102164011",7,0,0,17,19,5,0,0
"C2CD4B",58,31,70,96,3,95,75,151
"LOC100152206",12,60,21,23,10,30,8,26
"VPS13C",231,437,204,272,357,328,301,397
"LOC100520817",0,23,12,10,12,23,12,28
"RORA",88,69,60,151,86,104,106,63
"ICE2",100,151,50,119,75,122,131,313
"LOC106508978",0,0,0,0,0,0,0,0
"ANXA2",7599,5821,10860,4669,7065,7909,10258,20800
"LOC110260996",0,0,4,0,0,0,0,0
"BNIP2",1025,757,604,870,972,847,635,1159
"GTF2A2",1356,1567,1749,1733,1834,1344,1380,1982
"GCNT3",6275,3588,4190,9529,5410,16444,9245,20054
"FAM81A",56,29,17,0,15,10,51,52
"MYO1E",2126,1315,1759,856,663,1091,4061,2781
"CCNB2",260,138,31,149,67,126,89,243
"RNF111",370,622,424,470,400,610,684,840
"SLTM",554,703,590,344,328,520,836,554
"MINDY2",375,443,105,366,362,341,298,356
"ADAM10",237,86,100,87,61,319,292,408
"LOC100523526",63,351,178,139,392,221,263,390
"LOC102158936",3,4,0,0,28,8,0,19
"LIPC",7,13,37,0,15,9,0,23
"AQP9",0,1,5,17,0,2,0,2
"ALDH1A2",20,4,0,46,34,150,38,25
"LOC102160341",0,0,0,0,0,1,0,0
"POLR2M",307,354,198,262,296,323,261,530
"LOC102160652",26,30,32,0,24,22,27,31
"MYZAP",1119,868,1092,399,587,633,1762,1765
"CGNL1",54,133,65,108,104,96,96,158
"TCF12",561,565,793,642,761,658,588,922
"ZNF280D",105,167,142,53,162,103,61,220
"LOC110261024",9,0,0,0,0,0,6,0
"MNS1",0,5,3,25,0,4,3,26
"TEX9",38,15,27,0,49,34,15,7
"RFX7",424,492,249,534,386,400,656,594
"NEDD4",307,358,103,200,107,170,343,192
"PRTG",13,0,0,0,23,4,9,9
"PYGO1",101,272,361,94,378,217,130,247
"DNAAF4",3,0,0,0,8,13,13,8
"C1H15orf65",0,0,0,0,0,0,0,0
"CCPG1",427,774,557,576,902,644,685,978
"PIGB",64,49,64,40,115,58,62,117
"PIGBOS1",421,485,304,136,262,224,433,482
"RAB27A",946,611,428,596,665,612,599,1358
"RSL24D1",1415,1311,986,1461,1269,1352,1123,1836
"LOC110256987",0,0,0,0,0,0,0,0
"UNC13C",0,0,4,0,0,3,0,0
"LOC110261071",0,0,0,0,0,0,8,0
"LOC100516308",54,125,67,54,58,57,58,129
"WDR72",56,61,58,98,71,43,44,77
"LOC102167050",0,0,0,0,0,2,0,0
"ONECUT1",0,6,6,26,34,6,0,0
"FAM214A",474,568,455,188,346,334,1354,517
"ARPP19",3191,4320,3290,3318,3550,3101,6132,5340
"MYO5A",90,126,62,21,101,107,110,119
"MYO5C",140,89,76,41,77,124,101,257
"GNB5",106,161,128,176,131,106,105,287
"BCL2L10",0,0,0,0,0,4,0,0
"MAPK6",4684,3633,4098,3963,3683,5145,5898,6344
"LEO1",391,212,83,187,129,221,449,416
"LOC102158569",2033,1882,1695,1469,2681,2512,2007,3997
"TMOD3",173,32,15,55,16,174,209,217
"TMOD2",74,79,121,111,58,83,85,89
"LYSMD2",78,39,80,45,64,71,132,150
"SCG3",60,87,52,109,50,64,83,114
"DMXL2",211,167,87,96,114,176,188,134
"GLDN",0,1,0,0,0,0,0,0
"LOC106508998",0,9,0,0,38,0,0,0
"TNFAIP8L3",74,85,63,60,210,25,91,74
"AP4E1",121,144,121,117,108,166,192,223
"SPPL2A",6974,9253,8319,8377,6687,17604,15226,24566
"TRPM7",1802,1729,1084,2044,793,1919,2000,2070
"USP8",873,777,429,917,524,673,845,1176
"GABPB1",175,227,119,236,272,176,131,202
"HDC",30,19,26,0,43,4,20,52
"SLC27A2",0,4,0,45,0,1,0,0
"ATP8B4",93,89,42,69,67,111,98,166
"DTWD1",522,805,808,852,1107,752,649,821
"FAM227B",42,102,41,114,104,70,64,104
"FGF7",65,61,18,29,115,85,33,242
"GALK2",320,232,134,164,135,213,241,478
"COPS2",1531,1172,491,1088,1163,1098,1347,1395
"SECISBP2L",3351,2909,1963,1735,1992,3474,5794,3899
"SHC4",0,0,0,49,39,4,1,0
"EID1",137,221,86,105,207,208,253,239
"CEP152",33,53,15,21,0,32,21,41
"FBN1",556,243,449,416,727,352,472,897
"DUT",2756,3952,2743,3462,3833,3182,2254,5305
"LOC102161909",32,11,18,0,46,2,14,33
"SLC12A1",0,0,0,2,35,0,0,0
"CTXN2",0,1,0,0,0,1,0,0
"MYEF2",50,56,67,20,49,49,2,55
"LOC102162952",16,0,0,0,0,2,0,7
"SEMA6D",429,469,538,269,420,616,370,514
"LOC110261192",2,0,22,0,0,0,10,0
"SQOR",7711,4472,7868,5379,6273,7205,7632,18942
"BLOC1S6",97,27,52,71,32,134,129,158
"SLC30A4",481,471,310,221,182,384,481,696
"C1H15orf48",57855,80466,60326,51360,104263,54677,76857,125182
"SPATA5L1",33,21,0,0,12,20,32,12
"GATM",246,261,272,169,164,221,201,247
"SLC28A2",0,0,0,18,16,17,0,23
"LOC106509010",0,0,0,0,0,0,3,0
"TRNAH-GUG",0,0,0,0,11,0,0,0
"SHF",36,38,7,24,19,52,58,47
"DUOX1",585,52,145,490,141,230,174,88
"DUOXA1",3181,1878,2524,2395,1534,5789,8254,10603
"DUOXA2",6735,5303,6173,7996,2117,13604,20187,23649
"DUOX2",20286,11282,12180,18016,5190,32375,38927,31578
"SORD",518,401,547,502,326,638,870,1240
"TERB2",25,10,0,19,23,12,8,11
"TRIM69",0,0,0,0,0,0,0,0
"B2M",51937,69903,48903,60073,40086,75048,99640,64618
"LOC110261204",25,32,38,67,41,33,40,6
"B2M_1",28583,39941,26394,33726,12456,43935,56560,50818
"SPG11",600,382,373,258,214,438,516,588
"EIF3J",1317,1227,1138,1602,1200,1650,1477,2240
"CTDSPL2",341,424,239,298,284,412,438,721
"CASC4",583,860,510,610,733,819,1022,1301
"FRMD5",0,7,6,3,50,4,0,11
"WDR76",210,148,243,74,230,171,187,304
"MFAP1",523,554,737,518,254,464,949,941
"SERINC4",159,112,111,93,61,117,242,325
"SERF2",16026,19042,18366,17419,11450,16648,27945,33868
"ELL3",6,6,27,17,10,24,20,20
"PDIA3",5274,3558,2306,3514,3114,4863,3892,6956
"CATSPER2",134,80,125,180,103,80,112,181
"STRC",6,26,11,14,51,21,0,63
"CKMT1A",14868,11888,18417,8895,12155,12711,16892,28951
"PPIP5K1",502,307,199,193,194,272,300,464
"MAP1A",39,49,34,0,36,48,30,77
"LOC100736659",0,0,0,0,12,4,4,0
"TP53BP1",171,210,48,105,141,89,135,150
"TUBGCP4",4,2,0,23,11,14,0,15
"ZSCAN29",24,23,0,0,0,7,34,0
"ADAL",74,84,75,70,141,101,179,243
"LCMT2",63,27,8,43,33,58,56,118
"TGM5",0,0,0,0,8,1,7,0
"EPB42",25,12,9,14,5,15,18,35
"CCNDBP1",1445,2212,828,1276,1028,1510,1732,2028
"TMEM62",360,333,629,308,151,421,485,725
"UBR1",184,203,197,279,199,272,177,404
"TTBK2",48,91,96,131,51,61,27,45
"CDAN1",161,208,134,32,96,81,71,105
"STARD9",24,35,52,27,65,24,71,111
"HAUS2",241,292,453,247,196,277,313,581
"LRRC57",307,357,560,233,256,418,444,587
"SNAP23",1411,1057,934,637,804,1281,1805,1923
"ZNF106",253,222,157,106,167,236,246,300
"CAPN3",19,13,19,0,16,27,54,32
"LOC110261287",0,0,0,0,0,0,6,0
"GANC",58,33,8,0,34,39,55,62
"LOC110256586",60,71,66,56,14,28,19,93
"TMEM87A",531,587,270,399,348,584,634,651
"VPS39",836,596,762,359,392,550,1200,695
"PLA2G4F",712,566,1056,444,348,500,1326,1031
"PLA2G4D",0,20,14,0,10,23,63,12
"PLA2G4E",0,0,0,0,16,1,0,0
"LOC110261331",0,0,0,0,12,0,0,0
"EHD4",587,389,828,102,522,380,582,1551
"SPTBN5",34,19,41,18,64,22,52,30
"PLA2G4B",108,52,25,84,60,52,72,90
"JMJD7",141,79,36,28,4,58,115,145
"MAPKBP1",49,28,84,52,12,65,113,150
"MGA",106,153,95,141,168,129,122,281
"TYRO3",198,192,288,149,188,162,313,473
"RPAP1",134,237,194,184,192,213,203,316
"LTK",20,3,20,0,20,0,0,16
"ITPKA",251,232,661,61,152,145,234,332
"RTF1",350,286,199,134,173,249,654,441
"NDUFAF1",321,159,177,137,135,224,315,466
"NUSAP1",1210,1272,932,953,923,971,1512,1736
"OIP5",1503,1344,625,1007,1155,1309,1406,2486
"CHP1",13298,8370,9296,5055,3579,9214,19830,18130
"EXD1",49,51,36,0,37,16,70,71
"INO80",36,34,17,24,93,77,112,121
"CHAC1",29,41,16,138,19,118,42,25
"DLL4",96,58,13,16,27,59,90,88
"VPS18",670,383,352,450,287,519,870,736
"LOC106509024",0,0,0,0,0,0,19,0
"RHOV",861,284,1142,464,335,440,2070,1721
"SPINT1",6194,5404,5954,3111,2916,4734,12933,13114
"PPP1R14D",5162,7077,7851,6344,4356,6857,9235,9802
"ZFYVE19",1044,190,489,176,340,298,919,635
"DNAJC17",76,88,23,119,46,123,110,176
"C1H15orf62",90,87,67,23,27,44,78,102
"GCHFR",986,653,873,630,739,671,980,1619
"RMDN3",288,156,170,139,86,178,206,323
"RAD51",124,81,66,63,106,117,92,164
"KNL1",133,82,97,36,112,120,81,174
"RPUSD2",47,115,64,46,73,69,118,96
"C1H15orf57",966,745,623,815,714,609,1167,1255
"CHST14",46,81,47,68,40,61,119,112
"BAHD1",847,823,699,646,167,692,1540,1305
"LOC106509023",4,0,0,0,0,0,0,11
"IVD",236,192,196,239,80,149,438,334
"KNSTRN",153,212,207,79,150,167,184,226
"DISP2",84690,105279,174751,70235,46016,106378,250297,165049
"LOC110261415",0,0,0,0,0,0,13,0
"C1H15orf52",82,45,119,11,89,66,126,112
"INAFM2",186,221,363,339,193,205,336,422
"PLCB2",31,71,59,57,69,109,95,72
"ANKRD63",0,5,0,29,11,4,5,8
"PAK6",20,8,14,0,0,8,14,43
"BUB1B",112,176,32,83,107,106,117,167
"BMF",159,131,131,166,84,138,241,217
"SRP14",894,809,437,574,826,847,799,1311
"EIF2AK4",189,49,20,68,27,73,51,139
"GPR176",36,52,55,1,30,28,17,2
"FSIP1",28,141,539,0,70,65,423,165
"THBS1",5030,3914,7010,4170,5271,6109,11209,10913
"LOC102162931",0,3,0,0,0,0,0,0
"LOC110261468",0,0,0,0,8,0,18,0
"LOC110261467",0,0,0,18,6,0,0,0
"LOC110261470",1,0,0,0,0,0,0,0
"LOC110261469",0,0,0,0,22,0,0,0
"RASGRP1",66,40,19,38,77,80,162,151
"FAM98B",173,194,310,309,236,315,328,332
"SPRED1",686,794,600,710,1381,771,711,1213
"LOC106506784",0,12,17,0,3,9,7,15
"MEIS2",177,179,146,189,228,102,97,223
"LOC110261471",10,51,0,0,35,11,7,6
"C1H15orf41",52,74,41,16,118,72,46,160
"LOC110261472",4,0,0,0,0,0,0,0
"LOC106506797",6,0,0,0,0,1,4,0
"DPH6",138,191,55,124,95,119,98,110
"LOC102165617",24,10,0,27,9,16,28,23
"LOC102166069",8,14,6,0,6,4,1,5
"ZNF770",126,99,58,145,120,80,77,180
"AQR",186,160,120,129,97,187,231,282
"ACTC1",124,83,21,153,83,113,78,171
"GJD2",0,0,0,0,5,1,0,0
"LOC110256993",0,5,0,0,0,2,9,0
"ARHGAP11A",231,261,112,244,282,210,208,301
"SCG5",60,74,116,118,308,187,213,173
"GREM1",2333,3132,1522,2375,3408,2465,1808,3171
"FMN1",365,282,376,290,277,389,297,404
"FAM169B",0,0,13,0,0,5,0,0
"PGPEP1L",92,249,293,47,127,146,80,141
"IGF1R",35,58,11,24,69,55,24,62
"SYNM",1694,1453,910,2228,3067,1348,1420,3044
"TTC23",17,26,0,36,22,13,0,40
"LRRC28",254,305,314,180,373,291,460,502
"MEF2A",81,42,12,37,0,76,79,146
"LYSMD4",289,200,204,143,167,229,388,400
"ADAMTS17",11,4,18,14,19,9,0,15
"CERS3",0,0,0,0,1,4,0,0
"LINS1",324,469,277,259,556,314,499,639
"ASB7",180,248,128,108,134,150,257,283
"LOC106509040",0,6,0,0,0,4,0,0
"LOC106509041",5,14,0,0,0,3,0,17
"ALDH1A3",296,306,165,346,306,484,263,469
"LRRK1",159,167,213,256,148,182,463,524
"CHSY1",253,271,304,341,528,326,276,439
"SELENOS",1196,1749,1145,1930,1230,2961,2301,4174
"GABRB3",11,0,0,43,32,1,0,0
"ATP10A",128,112,162,147,111,114,125,220
"UBE3A",969,1081,761,901,1570,855,1156,1554
"LOC106509042",3,6,0,0,0,0,0,0
"NDN",73,47,11,84,37,60,33,134
"MAGEL2",0,32,0,0,0,27,11,20
"MKRN3",1,13,7,0,14,13,0,0
"CHRNA7",9,5,5,11,9,15,4,8
"OTUD7A",2,42,62,63,27,7,0,0
"KLF13",41,4,0,33,0,33,57,53
"LOC102164789",2,0,0,0,0,0,7,0
"LOC110261527",0,0,8,0,0,5,0,10
"MTMR10",839,729,801,414,431,773,1626,1131
"FAN1",25,56,51,22,102,50,73,80
"MPHOSPH10",104,147,74,118,194,170,189,235
"MCEE",344,332,161,502,367,267,264,427
"APBA2",0,0,0,0,0,2,0,0
"FAM189A1",0,3,0,0,69,0,0,7
"NSMCE3",522,403,374,288,342,341,644,319
"TJP1",1598,1667,1624,1409,1448,1897,2225,2991
"TARSL2",0,1,0,0,0,6,0,19
"TM2D3",269,335,178,154,132,229,418,363
"PCSK6",67,121,134,99,89,104,299,273
"SNRPA1",441,547,310,639,384,630,602,705
"CTDP1",253,323,298,249,180,302,457,472
"NFATC1",22,26,33,0,0,17,23,22
"ATP9B",183,115,104,155,67,90,209,241
"SALL3",13,0,3,0,31,1,0,0
"GALR1",45,136,31,47,77,34,34,64
"MBP",46,15,30,33,0,12,17,42
"ZNF236",89,99,61,65,65,85,78,154
"LOC102160197",0,2,0,0,0,3,0,9
"LOC106509046",12,0,13,0,0,4,0,23
"LOC102168188",0,0,0,0,0,0,0,0
"LOC102157619",0,4,0,10,11,3,25,21
"ZNF516",201,181,166,93,60,167,389,376
"TSHZ1",206,237,147,115,242,172,223,295
"ZADH2",533,660,574,629,411,599,660,1033
"ZNF407",65,47,89,78,26,80,29,117
"CNDP1",108,83,105,103,115,152,97,157
"CNDP2",6922,3879,4275,4079,3562,6564,8546,7902
"C1H18orf63",0,0,0,12,0,0,0,0
"CYB5A",2400,2376,1659,2570,3046,1852,2635,5278
"TIMM21",199,235,87,231,141,269,223,270
"FBXO15",23,9,34,30,0,16,30,11
"LOC110261590",0,13,0,42,0,7,12,0
"NETO1",17,4,0,0,69,11,1,13
"CBLN2",51,89,55,66,101,97,83,99
"LOC100517320",0,0,0,0,0,0,0,12
"LOC106509052",0,8,22,0,10,6,0,27
"SOCS6",1250,1194,992,759,782,1453,1584,1827
"RTTN",144,117,147,80,81,104,78,171
"CD226",5,43,25,24,44,41,58,23
"LOC110261609",5,0,39,4,16,13,0,0
"DOK6",0,8,12,0,9,8,11,11
"LOC102162853",3,0,0,0,0,0,13,0
"CCDC102B",0,0,0,19,0,5,0,0
"TMX3",300,328,258,221,415,434,330,831
"LOC110261617",0,0,0,0,0,1,0,0
"DSEL",37,71,65,28,47,58,53,68
"CDH19",36,112,64,0,101,82,77,146
"CDH7",0,5,0,18,0,0,0,0
"LOC100156248",118,103,127,167,78,181,47,224
"SERPINB10",140,66,17,119,97,176,65,123
"SERPINB2",107,51,158,1272,58,1084,40,1253
"LOC100153783",10,0,0,0,0,8,0,3
"SERPINB7",11,0,0,0,0,1,0,0
"SERPINB11",0,0,7,0,5,0,0,0
"SERPINB5",90,36,34,70,145,174,23,220
"VPS4B",2808,2728,2710,2655,3123,4332,5239,6285
"KDSR",2762,2960,3564,1983,2115,2384,5821,5292
"BCL2",55,40,41,70,77,67,112,71
"LOC110261644",0,0,0,0,0,0,0,0
"LOC110261643",0,5,12,23,19,0,4,0
"PHLPP1",38,40,15,51,33,79,37,75
"ZCCHC2",167,148,29,97,97,144,135,107
"TNFRSF11A",39,32,38,31,122,54,119,131
"KIAA1468",623,796,365,654,300,608,684,1010
"PIGN",451,414,234,265,219,414,609,544
"RNF152",302,170,211,190,125,249,388,318
"CDH20",6,0,0,0,0,6,0,0
"LOC102165284",0,0,18,0,0,0,0,0
"LOC110261667",0,0,0,14,3,0,0,0
"PMAIP1",1123,780,924,1141,1056,1120,2645,860
"LOC110261681",0,0,0,0,0,6,0,0
"CCBE1",4,46,42,23,61,26,36,77
"LOC106509065",0,0,0,0,0,0,0,6
"LMAN1",703,672,577,759,817,678,870,966
"CPLX4",7,0,7,0,5,4,0,0
"GRP",6,29,0,15,5,0,8,16
"SEC11C",1284,1293,1567,1413,1056,1618,1207,2432
"LOC100627702",0,1,0,0,83,1,4,0
"ZNF532",67,66,54,71,116,72,78,45
"MALT1",404,415,269,336,294,524,440,596
"ALPK2",0,17,14,13,0,29,7,54
"LOC106509068",0,5,0,0,0,0,0,0
"LOC110256838",0,0,0,0,26,3,0,42
"NEDD4L",1677,1112,1457,1718,1121,2058,2411,2847
"LOC102157644",0,0,0,0,0,7,0,0
"ATP8B1",3759,4074,2634,4425,3151,5521,4899,6631
"LOC110261747",19,0,0,16,0,2,6,11
"SLC51B",1506,1891,1079,1799,1152,1516,914,5019
"RASL12",111,120,55,148,86,97,127,219
"UBAP1L",5,10,0,0,0,2,8,22
"PDCD7",59,81,41,80,68,69,190,182
"CLPX",1548,1869,1501,1629,1599,2063,1569,3208
"LOC106506879",5,2,15,0,0,0,0,0
"CILP",48,206,176,61,334,81,100,206
"PARP16",133,115,24,14,11,118,117,205
"IGDCC3",0,0,4,19,84,3,0,3
"IGDCC4",21,44,43,39,52,14,35,38
"DPP8",424,445,284,245,218,428,501,810
"HACD3",135,72,56,36,7,33,54,161
"INTS14",164,113,172,54,125,135,274,248
"SLC24A1",57,95,51,19,58,64,86,34
"DENND4A",169,121,127,201,163,180,124,216
"LOC110261793",4,0,0,28,21,3,9,0
"RAB11A",5738,4820,4880,6017,4112,7068,8252,11163
"MEGF11",10,7,17,0,7,3,12,14
"LOC110261940",14,23,0,28,16,5,13,27
"DIS3L",20,16,0,0,54,13,12,44
"TIPIN",122,128,42,117,156,133,163,86
"MAP2K1",472,216,237,260,71,524,1033,824
"SNAPC5",158,110,122,80,71,116,135,163
"RPL4",12267,15101,8002,11590,16417,10631,13577,17034
"ZWILCH",111,53,10,41,112,57,81,160
"LCTL",10,16,29,23,50,2,25,42
"SMAD6",58,61,77,0,27,105,104,127
"LOC102161686",4,8,25,0,23,6,0,30
"LOC110261941",7,0,0,0,0,6,0,0
"SMAD3",104,110,47,114,14,120,97,131
"AAGAB",796,660,684,657,527,689,1006,1338
"IQCH",0,0,0,0,24,0,0,0
"LOC110261942",0,0,11,0,0,0,0,0
"C1H15orf61",84,93,17,74,30,71,111,140
"MAP2K5",153,150,226,59,156,136,153,224
"SKOR1",0,0,0,0,18,3,0,11
"LOC106509076",0,6,0,0,0,0,1,0
"PIAS1",834,855,757,688,821,930,1309,1339
"CALML4",4489,4001,4871,4078,3613,6319,7278,8144
"CLN6",220,121,79,44,95,131,256,315
"FEM1B",634,712,371,482,570,573,886,950
"ITGA11",66,37,51,18,19,19,82,102
"LOC110257006",0,0,0,0,0,0,0,0
"CORO2B",7,9,7,0,10,24,12,7
"LOC106509078",0,0,0,35,27,0,0,0
"ANP32A",983,912,460,616,719,663,985,1261
"NOX5",53,123,116,61,82,56,159,126
"LOC110261967",13,6,8,0,1,16,0,0
"LOC102161781",0,0,0,0,0,2,0,0
"GLCE",435,527,414,401,231,444,595,736
"PAQR5",111,177,187,60,26,87,144,224
"KIF23",83,78,88,51,35,128,62,113
"LOC106509080",58,9,14,21,16,10,15,3
"RPLP1",16083,20213,22651,16598,17831,17383,22065,24596
"LOC100626276",0,7,0,0,84,0,7,0
"TLE3",1081,843,887,525,227,1083,2027,1414
"LOC110262000",0,0,18,0,25,2,0,0
"UACA",1039,1027,838,397,497,737,1652,921
"LARP6",53,93,214,146,130,77,106,108
"LRRC49",10,25,12,34,0,14,1,19
"THSD4",106,134,160,101,125,199,190,231
"NR2E3",0,3,0,0,0,9,0,0
"MYO9A",27,13,13,0,29,20,39,17
"SENP8",128,200,123,160,144,122,143,299
"LOC100627175",24,11,26,0,1,23,33,53
"LOC100627270",33,87,105,161,61,55,59,105
"GEMIN2",478,425,333,446,442,408,389,627
"TRAPPC6B",842,1313,1207,1052,1478,1034,1092,1163
"PNN",1042,1227,928,643,479,1007,1327,1264
"MIA2",563,625,685,360,345,648,680,1202
"FBXO33",526,455,390,462,430,544,662,885
"LOC102162695",0,8,25,16,0,2,0,0
"LOC110256865",0,0,0,0,13,0,0,0
"LOC110262060",0,0,0,0,0,0,5,0
"LOC110262063",0,0,0,0,9,0,0,0
"LOC106509094",0,0,0,0,0,0,0,0
"LOC110262077",0,0,0,0,0,4,0,0
"LRFN5",0,4,5,0,12,1,0,0
"C1H14orf28",109,131,139,82,126,117,150,203
"KLHL28",635,747,355,729,527,605,719,1216
"TOGARAM1",217,327,187,139,223,188,244,349
"PRPF39",1028,1163,737,806,554,792,833,1160
"FKBP3",1016,1287,833,1345,1488,1056,919,1369
"FANCM",31,33,35,0,13,21,36,46
"MIS18BP1",81,120,16,57,81,115,98,115
"LOC110262095",0,0,0,0,0,0,0,0
"LOC110262096",0,0,0,0,10,0,0,0
"MDGA2",8,10,6,0,5,2,27,0
"RPS29",9628,16303,10179,9950,18121,14742,17325,15876
"LOC102723301",0,1,0,0,0,5,50,2
"LRR1",61,114,0,82,26,91,109,63
"RPL36AL",3921,5468,4253,4750,5608,4335,4712,6394
"MGAT2",1063,1755,2822,1392,2754,2099,2446,2637
"DNAAF2",345,366,356,274,474,424,544,695
"LOC110262104",22,20,14,23,3,11,26,11
"POLE2",153,214,101,111,85,118,182,220
"KLHDC1",75,75,50,90,72,84,85,113
"KLHDC2",340,376,285,304,295,298,421,540
"NEMF",306,264,153,222,147,238,129,247
"ARF6",3255,3585,5424,3355,3771,6789,7279,10320
"LOC110262124",0,0,0,0,0,0,5,0
"LOC102159522",10,25,12,23,18,19,19,57
"LOC110262125",6,0,0,0,14,1,0,0
"VCPKMT",110,136,119,139,73,93,81,168
"SOS2",363,498,358,571,225,657,651,829
"L2HGDH",259,192,183,151,200,234,149,504
"ATP5S",114,213,154,305,156,234,129,322
"CDKL1",37,40,3,20,16,33,5,17
"LOC110262144",0,7,0,0,0,0,0,0
"LOC110262146",0,12,0,0,0,4,0,0
"MAP4K5",130,310,164,154,310,181,153,205
"ATL1",0,11,16,19,7,4,4,23
"SAV1",21,31,0,49,75,48,80,47
"NIN",672,814,653,607,790,605,614,711
"ABHD12B",14,18,7,0,26,10,13,10
"PYGL",221,210,171,193,123,309,306,791
"TRIM9",11,13,0,41,62,27,0,37
"TMX1",854,775,676,661,729,1024,896,1750
"LOC102162767",15,0,0,0,0,0,0,0
"FRMD6",531,669,589,604,408,714,577,975
"GNG2",436,499,293,688,596,617,525,1017
"C1H14orf166",2633,2807,2287,2576,2388,2110,2748,3202
"NID2",448,656,292,573,644,297,292,566
"PTGDR",17,12,5,21,23,13,16,0
"PTGER2",158,204,167,246,196,220,148,430
"TXNDC16",15,4,9,0,32,8,0,27
"GPR137C",2,14,0,0,16,3,0,12
"ERO1A",65,51,26,33,56,82,21,104
"PSMC6",3501,3972,2233,3214,2451,3793,3251,3837
"STYX",35,37,18,45,20,28,38,36
"GNPNAT1",2177,2781,1357,2328,2121,2160,1823,4537
"FERMT2",2364,2821,1357,2920,3796,2023,2138,4097
"LOC106509109",0,4,0,0,0,0,0,0
"DDHD1",176,271,357,133,389,230,194,412
"LOC110262205",0,2,0,0,0,0,0,0
"BMP4",212,274,163,188,201,224,302,521
"LOC102167290",0,3,0,0,0,0,0,0
"CDKN3",188,145,225,326,166,184,150,311
"CNIH1",3701,3543,2930,3319,4362,4070,3219,7208
"GMFB",2608,2074,1870,1946,2258,3224,2946,5940
"CGRRF1",1577,1586,1345,1538,1947,1643,2294,2930
"SAMD4A",390,688,670,763,439,647,651,992
"LOC106509117",10,0,0,0,0,5,0,0
"GCH1",609,263,407,358,228,639,693,1102
"WDHD1",167,88,106,93,114,137,130,133
"SOCS4",845,1058,517,644,1150,886,1023,1536
"LOC110262208",9,5,13,0,0,10,17,0
"LOC110262207",33,18,33,28,12,8,54,44
"MAPK1IP1L",1255,1038,864,781,600,1165,1961,2075
"LGALS3",57850,33004,71423,31963,33514,40850,62203,112186
